0:50.294;203.5;208.5;2;0.794;1;
1:50.29;202.5;207.5;2;0.79;1;
2:50.286;201.5;206.5;2;0.786;1;
3:50.282;200.5;205.5;2;0.782;1;
4:50.278;199.5;204.5;2;0.778;1;
5:50.274;198.5;203.5;2;0.774;1;
6:50.27;197.5;202.5;2;0.77;1;
7:50.266;196.5;201.5;2;0.766;1;
8:50.262;195.5;200.5;2;0.762;1;
9:50.258;194.5;199.5;2;0.758;1;
10:50.25;192.5;197.5;2;0.75;1;
11:50.246;191.5;196.5;2;0.746;1;
12:50.242;190.5;195.5;2;0.742;1;
13:50.238;189.5;194.5;2;0.738;1;
14:50.234;188.5;193.5;2;0.734;1;
15:50.23;187.5;192.5;2;0.73;1;
16:50.226;186.5;191.5;2;0.726;1;
17:50.222;185.5;190.5;2;0.722;1;
18:50.218;184.5;189.5;2;0.718;1;
19:50.214;183.5;188.5;2;0.714;1;
20:50.21;182.5;187.5;2;0.71;1;
21:50.206;181.5;186.5;2;0.706;1;
22:50.202;180.5;185.5;2;0.702;1;
23:50.198;179.5;184.5;2;0.698;1;
24:50.194;178.5;183.5;2;0.694;1;
25:50.19;177.5;182.5;2;0.69;1;
26:50.186;176.5;181.5;2;0.686;1;
27:50.182;175.5;180.5;2;0.682;1;
28:50.178;174.5;179.5;2;0.678;1;
29:50.174;173.5;178.5;2;0.674;1;
30:50.17;172.5;177.5;2;0.67;1;
31:50.166;171.5;176.5;2;0.666;1;
32:50.162;170.5;175.5;2;0.662;1;
33:50.158;169.5;174.5;2;0.658;1;
34:50.154;168.5;173.5;2;0.654;1;
35:50.15;167.5;172.5;2;0.65;1;
36:50.146;166.5;171.5;2;0.646;1;
37:50.142;165.5;170.5;2;0.642;1;
38:50.138;164.5;169.5;2;0.638;1;
39:50.134;163.5;168.5;2;0.634;1;
40:50.13;162.5;167.5;2;0.63;1;
41:50.126;161.5;166.5;2;0.626;1;
42:50.122;160.5;165.5;2;0.622;1;
43:50.118;159.5;164.5;2;0.618;1;
44:50.114;158.5;163.5;2;0.614;1;
45:50.11;157.5;162.5;2;0.61;1;
46:50.106;156.5;161.5;2;0.606;1;
47:50.102;155.5;160.5;2;0.602;1;
48:50.098;154.5;159.5;2;0.598;1;
49:50.094;153.5;158.5;2;0.594;1;
50:50.09;152.5;157.5;2;0.59;1;
51:50.086;151.5;156.5;2;0.586;1;
52:50.082;150.5;155.5;2;0.582;1;
53:50.078;149.5;154.5;2;0.578;1;
54:50.074;148.5;153.5;2;0.574;1;
55:50.07;147.5;152.5;2;0.57;1;
56:50.066;146.5;151.5;2;0.566;1;
57:50.062;145.5;150.5;2;0.562;1;
58:50.058;144.5;149.5;2;0.558;1;
59:50.054;143.5;148.5;2;0.554;1;
60:50.05;142.5;147.5;2;0.55;1;
61:50.046;141.5;146.5;2;0.546;1;
62:50.042;140.5;145.5;2;0.542;1;
63:50.038;139.5;144.5;2;0.538;1;
64:50.034;138.5;143.5;2;0.534;1;
65:50.03;137.5;142.5;2;0.53;1;
66:50.026;136.5;141.5;2;0.526;1;
67:50.022;135.5;140.5;2;0.522;1;
68:50.018;134.5;139.5;2;0.518;1;
69:50.014;133.5;138.5;2;0.514;1;
70:50.01;132.5;137.5;2;0.51;1;
71:50.006;131.5;136.5;2;0.506;1;
72:50.002;130.5;135.5;2;0.502;1;
73:49.998;129.5;134.5;2;0.498;0;
74:49.994;128.5;133.5;2;0.494;0;
75:49.99;127.5;132.5;2;0.49;0;
76:49.986;126.5;131.5;2;0.486;0;
77:49.982;125.5;130.5;2;0.482;0;
78:49.978;124.5;129.5;2;0.478;0;
79:49.974;123.5;128.5;2;0.474;0;
80:49.97;122.5;127.5;2;0.47;0;
81:49.966;121.5;126.5;2;0.466;0;
82:49.962;120.5;125.5;2;0.462;0;
83:49.958;119.5;124.5;2;0.458;0;
84:49.954;118.5;123.5;2;0.454;0;
85:49.95;117.5;122.5;2;0.45;0;
86:49.946;116.5;121.5;2;0.446;0;
87:49.942;115.5;120.5;2;0.442;0;
88:49.938;114.5;119.5;2;0.438;0;
89:49.934;113.5;118.5;2;0.434;0;
90:49.93;112.5;117.5;2;0.43;0;
91:49.926;111.5;116.5;2;0.426;0;
92:49.922;110.5;115.5;2;0.422;0;
93:49.918;109.5;114.5;2;0.418;0;
94:49.914;108.5;113.5;2;0.414;0;
95:49.91;107.5;112.5;2;0.41;0;
96:49.906;106.5;111.5;2;0.406;0;
97:49.902;105.5;110.5;2;0.402;0;
98:49.898;104.5;109.5;2;0.398;0;
99:49.894;103.5;108.5;2;0.394;0;
100:49.89;102.5;107.5;2;0.39;0;
101:49.886;101.5;106.5;2;0.386;0;
102:49.882;100.5;105.5;2;0.382;0;
103:49.878;99.5;104.5;2;0.378;0;
104:49.874;98.5;103.5;2;0.374;0;
105:49.87;97.5;102.5;2;0.37;0;
106:49.866;96.5;101.5;2;0.366;0;
107:49.862;95.5;100.5;2;0.362;0;
108:49.858;94.5;99.5;2;0.358;0;
109:49.854;93.5;98.5;2;0.354;0;
110:49.85;92.5;97.5;2;0.35;0;
111:49.846;91.5;96.5;2;0.346;0;
112:49.842;90.5;95.5;2;0.342;0;
113:49.838;89.5;94.5;2;0.338;0;
114:49.834;88.5;93.5;2;0.334;0;
115:49.83;87.5;92.5;2;0.33;0;
116:49.826;86.5;91.5;2;0.326;0;
117:49.822;85.5;90.5;2;0.322;0;
118:49.818;84.5;89.5;2;0.318;0;
119:49.814;83.5;88.5;2;0.314;0;
120:49.81;82.5;87.5;2;0.31;0;
121:49.806;81.5;86.5;2;0.306;0;
122:49.802;80.5;85.5;2;0.302;0;
123:49.798;79.5;84.5;2;0.298;0;
124:49.794;78.5;83.5;2;0.294;0;
125:49.79;77.5;82.5;2;0.29;0;
126:49.786;76.5;81.5;2;0.286;0;
127:49.782;75.5;80.5;2;0.282;0;
128:49.778;74.5;79.5;2;0.278;0;
129:49.774;73.5;78.5;2;0.274;0;
130:49.77;72.5;77.5;2;0.27;0;
131:49.766;71.5;76.5;2;0.266;0;
132:49.762;70.5;75.5;2;0.262;0;
133:49.758;69.5;74.5;2;0.258;0;
134:49.754;68.5;73.5;2;0.254;0;
135:49.75;67.5;72.5;2;0.25;0;
136:49.746;66.5;71.5;2;0.246;0;
137:49.742;65.5;70.5;2;0.242;0;
138:49.738;64.5;69.5;2;0.238;0;
139:49.734;63.5;68.5;2;0.234;0;
140:49.73;62.5;67.5;2;0.23;0;
141:49.726;61.5;66.5;2;0.226;0;
142:49.722;60.5;65.5;2;0.222;0;
143:49.718;59.5;64.5;2;0.218;0;
144:49.714;58.5;63.5;2;0.214;0;
145:49.71;57.5;62.5;2;0.21;0;
146:49.706;56.5;61.5;2;0.206;0;
147:49.702;55.5;60.5;2;0.202;0;
148:49.698;54.5;59.5;2;0.198;0;
149:49.694;53.5;58.5;2;0.194;0;
150:49.69;52.5;57.5;2;0.19;0;
151:49.686;51.5;56.5;2;0.186;0;
152:49.682;50.5;55.5;2;0.182;0;
153:49.678;49.5;54.5;2;0.178;0;
154:49.674;48.5;53.5;2;0.174;0;
155:49.67;47.5;52.5;2;0.17;0;
156:49.666;46.5;51.5;2;0.166;0;
157:49.662;45.5;50.5;2;0.162;0;
158:49.658;44.5;49.5;2;0.158;0;
159:49.654;43.5;48.5;2;0.154;0;
160:49.65;42.5;47.5;2;0.15;0;
161:49.646;41.5;46.5;2;0.146;0;
162:49.642;40.5;45.5;2;0.142;0;
163:49.638;39.5;44.5;2;0.138;0;
164:49.634;38.5;43.5;2;0.134;0;
165:49.63;37.5;42.5;2;0.13;0;
166:49.626;36.5;41.5;2;0.126;0;
167:49.622;35.5;40.5;2;0.122;0;
168:49.618;34.5;39.5;2;0.118;0;
169:49.614;33.5;38.5;2;0.114;0;
170:49.61;32.5;37.5;2;0.11;0;
171:49.606;31.5;36.5;2;0.106;0;
172:49.602;30.5;35.5;2;0.102;0;
173:49.598;29.5;34.5;2;0.098;0;
174:49.594;28.5;33.5;2;0.094;0;
175:49.59;27.5;32.5;2;0.09;0;
176:49.586;26.5;31.5;2;0.086;0;
177:49.582;25.5;30.5;2;0.082;0;
178:49.578;24.5;29.5;2;0.078;0;
179:49.574;23.5;28.5;2;0.074;0;
180:49.57;22.5;27.5;2;0.07;0;
181:49.566;21.5;26.5;2;0.066;0;
182:49.562;20.5;25.5;2;0.062;0;
183:50.438;239.5;244.5;2;0.938;1;
184:50.434;238.5;243.5;2;0.934;1;
185:50.43;237.5;242.5;2;0.93;1;
186:50.426;236.5;241.5;2;0.926;1;
187:50.422;235.5;240.5;2;0.922;1;
188:50.418;234.5;239.5;2;0.918;1;
189:50.414;233.5;238.5;2;0.914;1;
190:50.41;232.5;237.5;2;0.91;1;
191:50.406;231.5;236.5;2;0.906;1;
192:50.402;230.5;235.5;2;0.902;1;
193:50.398;229.5;234.5;2;0.898;1;
194:50.394;228.5;233.5;2;0.894;1;
195:50.39;227.5;232.5;2;0.89;1;
196:50.386;226.5;231.5;2;0.886;1;
197:50.382;225.5;230.5;2;0.882;1;
198:50.378;224.5;229.5;2;0.878;1;
199:50.374;223.5;228.5;2;0.874;1;
200:50.37;222.5;227.5;2;0.87;1;
201:50.366;221.5;226.5;2;0.866;1;
202:50.362;220.5;225.5;2;0.862;1;
203:50.358;219.5;224.5;2;0.858;1;
204:50.354;218.5;223.5;2;0.854;1;
205:50.35;217.5;222.5;2;0.85;1;
206:50.346;216.5;221.5;2;0.846;1;
207:50.342;215.5;220.5;2;0.842;1;
208:50.338;214.5;219.5;2;0.838;1;
209:50.334;213.5;218.5;2;0.834;1;
210:50.33;212.5;217.5;2;0.83;1;
211:50.326;211.5;216.5;2;0.826;1;
212:50.322;210.5;215.5;2;0.822;1;
213:50.318;209.5;214.5;2;0.818;1;
214:50.314;208.5;213.5;2;0.814;1;
215:50.31;207.5;212.5;2;0.81;1;
216:50.306;206.5;211.5;2;0.806;1;
217:50.302;205.5;210.5;2;0.802;1;
218:50.298;204.5;209.5;2;0.798;1;
219:50.294;203.5;208.5;2;0.794;1;
220:50.29;202.5;207.5;2;0.79;1;
221:50.286;201.5;206.5;2;0.786;1;
222:50.282;200.5;205.5;2;0.782;1;
223:50.278;199.5;204.5;2;0.778;1;
224:50.274;198.5;203.5;2;0.774;1;
225:50.27;197.5;202.5;2;0.77;1;
226:50.266;196.5;201.5;2;0.766;1;
227:50.262;195.5;200.5;2;0.762;1;
228:50.258;194.5;199.5;2;0.758;1;
229:50.254;193.5;198.5;2;0.754;1;
230:50.25;192.5;197.5;2;0.75;1;
231:50.246;191.5;196.5;2;0.746;1;
232:50.242;190.5;195.5;2;0.742;1;
233:50.238;189.5;194.5;2;0.738;1;
234:50.234;188.5;193.5;2;0.734;1;
235:50.23;187.5;192.5;2;0.73;1;
236:50.226;186.5;191.5;2;0.726;1;
237:50.222;185.5;190.5;2;0.722;1;
238:50.218;184.5;189.5;2;0.718;1;
239:50.214;183.5;188.5;2;0.714;1;
240:50.21;182.5;187.5;2;0.71;1;
241:50.206;181.5;186.5;2;0.706;1;
242:50.202;180.5;185.5;2;0.702;1;
243:50.198;179.5;184.5;2;0.698;1;
244:50.194;178.5;183.5;2;0.694;1;
245:50.19;177.5;182.5;2;0.69;1;
246:50.186;176.5;181.5;2;0.686;1;
247:50.182;175.5;180.5;2;0.682;1;
248:50.178;174.5;179.5;2;0.678;1;
249:50.174;173.5;178.5;2;0.674;1;
250:50.17;172.5;177.5;2;0.67;1;
251:50.166;171.5;176.5;2;0.666;1;
252:50.162;170.5;175.5;2;0.662;1;
253:50.158;169.5;174.5;2;0.658;1;
254:50.154;168.5;173.5;2;0.654;1;
255:50.15;167.5;172.5;2;0.65;1;
256:50.146;166.5;171.5;2;0.646;1;
257:50.142;165.5;170.5;2;0.642;1;
258:50.138;164.5;169.5;2;0.638;1;
259:50.134;163.5;168.5;2;0.634;1;
260:50.13;162.5;167.5;2;0.63;1;
261:50.126;161.5;166.5;2;0.626;1;
262:50.122;160.5;165.5;2;0.622;1;
263:50.118;159.5;164.5;2;0.618;1;
264:50.114;158.5;163.5;2;0.614;1;
265:50.11;157.5;162.5;2;0.61;1;
266:50.106;156.5;161.5;2;0.606;1;
267:50.102;155.5;160.5;2;0.602;1;
268:50.098;154.5;159.5;2;0.598;1;
269:50.094;153.5;158.5;2;0.594;1;
270:50.09;152.5;157.5;2;0.59;1;
271:50.086;151.5;156.5;2;0.586;1;
272:50.082;150.5;155.5;2;0.582;1;
273:50.078;149.5;154.5;2;0.578;1;
274:50.074;148.5;153.5;2;0.574;1;
275:50.07;147.5;152.5;2;0.57;1;
276:50.066;146.5;151.5;2;0.566;1;
277:50.062;145.5;150.5;2;0.562;1;
278:50.058;144.5;149.5;2;0.558;1;
279:50.054;143.5;148.5;2;0.554;1;
280:50.05;142.5;147.5;2;0.55;1;
281:50.046;141.5;146.5;2;0.546;1;
282:50.042;140.5;145.5;2;0.542;1;
283:50.038;139.5;144.5;2;0.538;1;
284:50.034;138.5;143.5;2;0.534;1;
285:50.03;137.5;142.5;2;0.53;1;
286:50.026;136.5;141.5;2;0.526;1;
287:50.022;135.5;140.5;2;0.522;1;
288:50.018;134.5;139.5;2;0.518;1;
289:50.014;133.5;138.5;2;0.514;1;
290:50.01;132.5;137.5;2;0.51;1;
291:50.006;131.5;136.5;2;0.506;1;
292:50.002;130.5;135.5;2;0.502;1;
293:49.998;129.5;134.5;2;0.498;0;
294:49.994;128.5;133.5;2;0.494;0;
295:49.99;127.5;132.5;2;0.49;0;
296:49.986;126.5;131.5;2;0.486;0;
297:49.982;125.5;130.5;2;0.482;0;
298:49.978;124.5;129.5;2;0.478;0;
299:49.974;123.5;128.5;2;0.474;0;
300:49.97;122.5;127.5;2;0.47;0;
301:49.966;121.5;126.5;2;0.466;0;
302:49.962;120.5;125.5;2;0.462;0;
303:49.958;119.5;124.5;2;0.458;0;
304:49.954;118.5;123.5;2;0.454;0;
305:49.95;117.5;122.5;2;0.45;0;
306:49.946;116.5;121.5;2;0.446;0;
307:49.942;115.5;120.5;2;0.442;0;
308:49.938;114.5;119.5;2;0.438;0;
309:49.934;113.5;118.5;2;0.434;0;
310:49.93;112.5;117.5;2;0.43;0;
311:49.926;111.5;116.5;2;0.426;0;
312:49.922;110.5;115.5;2;0.422;0;
313:49.918;109.5;114.5;2;0.418;0;
314:49.914;108.5;113.5;2;0.414;0;
315:49.91;107.5;112.5;2;0.41;0;
316:49.906;106.5;111.5;2;0.406;0;
317:49.902;105.5;110.5;2;0.402;0;
318:49.898;104.5;109.5;2;0.398;0;
319:49.894;103.5;108.5;2;0.394;0;
320:49.89;102.5;107.5;2;0.39;0;
321:49.886;101.5;106.5;2;0.386;0;
322:49.882;100.5;105.5;2;0.382;0;
323:49.878;99.5;104.5;2;0.378;0;
324:49.874;98.5;103.5;2;0.374;0;
325:49.87;97.5;102.5;2;0.37;0;
326:49.866;96.5;101.5;2;0.366;0;
327:49.862;95.5;100.5;2;0.362;0;
328:49.858;94.5;99.5;2;0.358;0;
329:49.854;93.5;98.5;2;0.354;0;
330:49.85;92.5;97.5;2;0.35;0;
331:49.846;91.5;96.5;2;0.346;0;
332:49.842;90.5;95.5;2;0.342;0;
333:49.838;89.5;94.5;2;0.338;0;
334:49.834;88.5;93.5;2;0.334;0;
335:49.83;87.5;92.5;2;0.33;0;
336:49.826;86.5;91.5;2;0.326;0;
337:49.822;85.5;90.5;2;0.322;0;
338:49.818;84.5;89.5;2;0.318;0;
339:49.814;83.5;88.5;2;0.314;0;
340:49.81;82.5;87.5;2;0.31;0;
341:49.806;81.5;86.5;2;0.306;0;
342:49.802;80.5;85.5;2;0.302;0;
343:49.798;79.5;84.5;2;0.298;0;
344:49.794;78.5;83.5;2;0.294;0;
345:49.79;77.5;82.5;2;0.29;0;
346:49.786;76.5;81.5;2;0.286;0;
347:49.782;75.5;80.5;2;0.282;0;
348:49.778;74.5;79.5;2;0.278;0;
349:49.774;73.5;78.5;2;0.274;0;
350:49.77;72.5;77.5;2;0.27;0;
351:49.766;71.5;76.5;2;0.266;0;
352:49.762;70.5;75.5;2;0.262;0;
353:49.758;69.5;74.5;2;0.258;0;
354:49.754;68.5;73.5;2;0.254;0;
355:49.75;67.5;72.5;2;0.25;0;
356:49.746;66.5;71.5;2;0.246;0;
357:49.742;65.5;70.5;2;0.242;0;
358:49.738;64.5;69.5;2;0.238;0;
359:49.734;63.5;68.5;2;0.234;0;
360:49.73;62.5;67.5;2;0.23;0;
361:49.726;61.5;66.5;2;0.226;0;
362:49.722;60.5;65.5;2;0.222;0;
363:49.718;59.5;64.5;2;0.218;0;
364:49.714;58.5;63.5;2;0.214;0;
365:49.71;57.5;62.5;2;0.21;0;
366:49.706;56.5;61.5;2;0.206;0;
367:49.702;55.5;60.5;2;0.202;0;
368:49.698;54.5;59.5;2;0.198;0;
369:49.694;53.5;58.5;2;0.194;0;
370:49.69;52.5;57.5;2;0.19;0;
371:49.686;51.5;56.5;2;0.186;0;
372:49.682;50.5;55.5;2;0.182;0;
373:49.678;49.5;54.5;2;0.178;0;
374:49.674;48.5;53.5;2;0.174;0;
375:49.67;47.5;52.5;2;0.17;0;
376:49.666;46.5;51.5;2;0.166;0;
377:49.662;45.5;50.5;2;0.162;0;
378:49.658;44.5;49.5;2;0.158;0;
379:49.654;43.5;48.5;2;0.154;0;
380:49.65;42.5;47.5;2;0.15;0;
381:49.646;41.5;46.5;2;0.146;0;
382:49.642;40.5;45.5;2;0.142;0;
383:49.638;39.5;44.5;2;0.138;0;
384:49.634;38.5;43.5;2;0.134;0;
385:49.63;37.5;42.5;2;0.13;0;
386:49.626;36.5;41.5;2;0.126;0;
387:49.622;35.5;40.5;2;0.122;0;
388:49.618;34.5;39.5;2;0.118;0;
389:49.614;33.5;38.5;2;0.114;0;
390:49.61;32.5;37.5;2;0.11;0;
391:49.606;31.5;36.5;2;0.106;0;
392:49.602;30.5;35.5;2;0.102;0;
393:49.598;29.5;34.5;2;0.098;0;
394:49.594;28.5;33.5;2;0.094;0;
395:49.59;27.5;32.5;2;0.09;0;
396:49.586;26.5;31.5;2;0.086;0;
397:49.582;25.5;30.5;2;0.082;0;
398:49.578;24.5;29.5;2;0.078;0;
399:49.574;23.5;28.5;2;0.074;0;
400:49.57;22.5;27.5;2;0.07;0;
401:49.566;21.5;26.5;2;0.066;0;
402:49.562;20.5;25.5;2;0.062;0;
403:50.438;239.5;244.5;2;0.938;1;
404:50.434;238.5;243.5;2;0.934;1;
405:50.43;237.5;242.5;2;0.93;1;
406:50.426;236.5;241.5;2;0.926;1;
407:50.422;235.5;240.5;2;0.922;1;
408:50.418;234.5;239.5;2;0.918;1;
409:50.414;233.5;238.5;2;0.914;1;
410:50.41;232.5;237.5;2;0.91;1;
411:50.406;231.5;236.5;2;0.906;1;
412:50.402;230.5;235.5;2;0.902;1;
413:50.398;229.5;234.5;2;0.898;1;
414:50.394;228.5;233.5;2;0.894;1;
415:50.39;227.5;232.5;2;0.89;1;
416:50.386;226.5;231.5;2;0.886;1;
417:50.382;225.5;230.5;2;0.882;1;
418:50.378;224.5;229.5;2;0.878;1;
419:50.374;223.5;228.5;2;0.874;1;
420:50.37;222.5;227.5;2;0.87;1;
421:50.366;221.5;226.5;2;0.866;1;
422:50.362;220.5;225.5;2;0.862;1;
423:50.358;219.5;224.5;2;0.858;1;
424:50.354;218.5;223.5;2;0.854;1;
425:50.35;217.5;222.5;2;0.85;1;
426:50.346;216.5;221.5;2;0.846;1;
427:50.342;215.5;220.5;2;0.842;1;
428:50.338;214.5;219.5;2;0.838;1;
429:50.334;213.5;218.5;2;0.834;1;
430:50.33;212.5;217.5;2;0.83;1;
431:50.326;211.5;216.5;2;0.826;1;
432:50.322;210.5;215.5;2;0.822;1;
433:50.318;209.5;214.5;2;0.818;1;
434:50.314;208.5;213.5;2;0.814;1;
435:50.31;207.5;212.5;2;0.81;1;
436:50.306;206.5;211.5;2;0.806;1;
437:50.302;205.5;210.5;2;0.802;1;
438:50.298;204.5;209.5;2;0.798;1;
439:50.294;203.5;208.5;2;0.794;1;
440:50.29;202.5;207.5;2;0.79;1;
441:50.286;201.5;206.5;2;0.786;1;
442:50.282;200.5;205.5;2;0.782;1;
443:50.278;199.5;204.5;2;0.778;1;
444:50.274;198.5;203.5;2;0.774;1;
445:50.27;197.5;202.5;2;0.77;1;
446:50.266;196.5;201.5;2;0.766;1;
447:50.262;195.5;200.5;2;0.762;1;
448:50.258;194.5;199.5;2;0.758;1;
449:50.254;193.5;198.5;2;0.754;1;
450:50.25;192.5;197.5;2;0.75;1;
451:50.246;191.5;196.5;2;0.746;1;
452:50.242;190.5;195.5;2;0.742;1;
453:50.238;189.5;194.5;2;0.738;1;
454:50.234;188.5;193.5;2;0.734;1;
455:50.23;187.5;192.5;2;0.73;1;
456:50.226;186.5;191.5;2;0.726;1;
457:50.222;185.5;190.5;2;0.722;1;
458:50.218;184.5;189.5;2;0.718;1;
459:50.214;183.5;188.5;2;0.714;1;
460:50.21;182.5;187.5;2;0.71;1;
461:50.206;181.5;186.5;2;0.706;1;
462:50.202;180.5;185.5;2;0.702;1;
463:50.198;179.5;184.5;2;0.698;1;
464:50.194;178.5;183.5;2;0.694;1;
465:50.19;177.5;182.5;2;0.69;1;
466:50.186;176.5;181.5;2;0.686;1;
467:50.182;175.5;180.5;2;0.682;1;
468:50.178;174.5;179.5;2;0.678;1;
469:50.174;173.5;178.5;2;0.674;1;
470:50.17;172.5;177.5;2;0.67;1;
471:50.166;171.5;176.5;2;0.666;1;
472:50.162;170.5;175.5;2;0.662;1;
473:50.158;169.5;174.5;2;0.658;1;
474:50.154;168.5;173.5;2;0.654;1;
475:50.15;167.5;172.5;2;0.65;1;
476:50.146;166.5;171.5;2;0.646;1;
477:50.142;165.5;170.5;2;0.642;1;
478:50.138;164.5;169.5;2;0.638;1;
479:50.134;163.5;168.5;2;0.634;1;
480:50.13;162.5;167.5;2;0.63;1;
481:50.126;161.5;166.5;2;0.626;1;
482:50.122;160.5;165.5;2;0.622;1;
483:50.118;159.5;164.5;2;0.618;1;
484:50.114;158.5;163.5;2;0.614;1;
485:50.11;157.5;162.5;2;0.61;1;
486:50.106;156.5;161.5;2;0.606;1;
487:50.102;155.5;160.5;2;0.602;1;
488:50.098;154.5;159.5;2;0.598;1;
489:50.094;153.5;158.5;2;0.594;1;
490:50.09;152.5;157.5;2;0.59;1;
491:50.086;151.5;156.5;2;0.586;1;
492:50.082;150.5;155.5;2;0.582;1;
493:50.078;149.5;154.5;2;0.578;1;
494:50.074;148.5;153.5;2;0.574;1;
495:50.07;147.5;152.5;2;0.57;1;
496:50.066;146.5;151.5;2;0.566;1;
497:50.062;145.5;150.5;2;0.562;1;
498:50.058;144.5;149.5;2;0.558;1;
499:50.054;143.5;148.5;2;0.554;1;
500:50.05;142.5;147.5;2;0.55;1;
501:50.046;141.5;146.5;2;0.546;1;
502:50.042;140.5;145.5;2;0.542;1;
503:50.038;139.5;144.5;2;0.538;1;
504:50.034;138.5;143.5;2;0.534;1;
505:50.03;137.5;142.5;2;0.53;1;
506:50.026;136.5;141.5;2;0.526;1;
507:50.022;135.5;140.5;2;0.522;1;
508:50.018;134.5;139.5;2;0.518;1;
509:50.014;133.5;138.5;2;0.514;1;
510:50.01;132.5;137.5;2;0.51;1;
511:50.006;131.5;136.5;2;0.506;1;
512:50.002;130.5;135.5;2;0.502;1;
513:49.998;129.5;134.5;2;0.498;0;
514:49.994;128.5;133.5;2;0.494;0;
515:49.99;127.5;132.5;2;0.49;0;
516:49.986;126.5;131.5;2;0.486;0;
517:49.982;125.5;130.5;2;0.482;0;
